,O*NET-SOC Code,Element Name,Data Value
35165,33-2011.01,Persuasion,3.0
35161,33-2011.01,Social Perceptiveness,3.12
41302,33-2011.02,Assisting and Caring for Others,4.21
169864,33-2011.02,"Cramped Work Space, Awkward Positions",3.27
33249,33-2011.02,Fine Arts,0.94
52359,33-2011.02,Finger Dexterity,3.0
52357,33-2011.02,Manual Dexterity,3.75
35237,33-2011.02,Negotiation,3.0
52323,33-2011.02,Originality,3.0
35235,33-2011.02,Persuasion,3.0
35231,33-2011.02,Social Perceptiveness,3.0
41384,33-2021.01,Assisting and Caring for Others,3.36
170202,33-2021.01,"Cramped Work Space, Awkward Positions",2.26
33315,33-2021.01,Fine Arts,0.24
52463,33-2021.01,Finger Dexterity,2.25
52461,33-2021.01,Manual Dexterity,2.12
35307,33-2021.01,Negotiation,2.75
52427,33-2021.01,Originality,2.88
35305,33-2021.01,Persuasion,2.88
35301,33-2021.01,Social Perceptiveness,3.12
41466,33-2021.02,Assisting and Caring for Others,4.16
170540,33-2021.02,"Cramped Work Space, Awkward Positions",3.24
33381,33-2021.02,Fine Arts,0.06
52567,33-2021.02,Finger Dexterity,3.0
52565,33-2021.02,Manual Dexterity,2.5
35377,33-2021.02,Negotiation,2.88
52531,33-2021.02,Originality,3.0
35375,33-2021.02,Persuasion,3.25
35371,33-2021.02,Social Perceptiveness,3.25
41548,33-2022.00,Assisting and Caring for Others,2.63
170878,33-2022.00,"Cramped Work Space, Awkward Positions",1.68
33447,33-2022.00,Fine Arts,0.03
52671,33-2022.00,Finger Dexterity,2.5
52669,33-2022.00,Manual Dexterity,2.0
35447,33-2022.00,Negotiation,3.12
52635,33-2022.00,Originality,3.25
35445,33-2022.00,Persuasion,3.0
35441,33-2022.00,Social Perceptiveness,3.0
41630,33-3011.00,Assisting and Caring for Others,3.21
171216,33-3011.00,"Cramped Work Space, Awkward Positions",1.54
33513,33-3011.00,Fine Arts,0.05
52775,33-3011.00,Finger Dexterity,1.25
52773,33-3011.00,Manual Dexterity,1.0
35517,33-3011.00,Negotiation,2.62
52739,33-3011.00,Originality,0.88
35515,33-3011.00,Persuasion,2.5
35511,33-3011.00,Social Perceptiveness,3.25
41712,33-3012.00,Assisting and Caring for Others,3.56
171554,33-3012.00,"Cramped Work Space, Awkward Positions",1.98
33579,33-3012.00,Fine Arts,0.02
52879,33-3012.00,Finger Dexterity,2.75
52877,33-3012.00,Manual Dexterity,2.88
35587,33-3012.00,Negotiation,3.0
52843,33-3012.00,Originality,2.38
35585,33-3012.00,Persuasion,3.12
35581,33-3012.00,Social Perceptiveness,3.75
41794,33-3021.01,Assisting and Caring for Others,3.39
171892,33-3021.01,"Cramped Work Space, Awkward Positions",2.62
33645,33-3021.01,Fine Arts,0.36
52983,33-3021.01,Finger Dexterity,2.62
52981,33-3021.01,Manual Dexterity,2.5
35657,33-3021.01,Negotiation,3.38
52947,33-3021.01,Originality,3.25
35655,33-3021.01,Persuasion,3.25
35651,33-3021.01,Social Perceptiveness,3.88
41876,33-3021.02,Assisting and Caring for Others,2.73
172230,33-3021.02,"Cramped Work Space, Awkward Positions",2.67
33711,33-3021.02,Fine Arts,0.14
53087,33-3021.02,Finger Dexterity,2.88
53085,33-3021.02,Manual Dexterity,2.5
35727,33-3021.02,Negotiation,3.0
53051,33-3021.02,Originality,2.88
35725,33-3021.02,Persuasion,3.0
35721,33-3021.02,Social Perceptiveness,3.25
41958,33-3021.03,Assisting and Caring for Others,3.37
172568,33-3021.03,"Cramped Work Space, Awkward Positions",2.65
33777,33-3021.03,Fine Arts,0.36
53191,33-3021.03,Finger Dexterity,2.5
53189,33-3021.03,Manual Dexterity,2.0
35797,33-3021.03,Negotiation,3.62
53155,33-3021.03,Originality,3.0
35795,33-3021.03,Persuasion,3.5
35791,33-3021.03,Social Perceptiveness,3.62
42040,33-3021.05,Assisting and Caring for Others,2.81
172906,33-3021.05,"Cramped Work Space, Awkward Positions",3.15
33843,33-3021.05,Fine Arts,0.41
53295,33-3021.05,Finger Dexterity,2.88
53293,33-3021.05,Manual Dexterity,2.62
35867,33-3021.05,Negotiation,3.0
53259,33-3021.05,Originality,2.38
35865,33-3021.05,Persuasion,3.12
35861,33-3021.05,Social Perceptiveness,3.38
42122,33-3021.06,Assisting and Caring for Others,2.16
173244,33-3021.06,"Cramped Work Space, Awkward Positions",1.34
33909,33-3021.06,Fine Arts,0.59
53399,33-3021.06,Finger Dexterity,2.12
53397,33-3021.06,Manual Dexterity,0.75
35937,33-3021.06,Negotiation,2.62
53363,33-3021.06,Originality,3.5
35935,33-3021.06,Persuasion,3.0
35931,33-3021.06,Social Perceptiveness,3.38
42204,33-3031.00,Assisting and Caring for Others,3.42
173582,33-3031.00,"Cramped Work Space, Awkward Positions",2.48
33975,33-3031.00,Fine Arts,0.39
53503,33-3031.00,Finger Dexterity,2.5
53501,33-3031.00,Manual Dexterity,2.5
36007,33-3031.00,Negotiation,2.88
53467,33-3031.00,Originality,3.0
36005,33-3031.00,Persuasion,3.38
36001,33-3031.00,Social Perceptiveness,3.5
42286,33-3041.00,Assisting and Caring for Others,3.94
173920,33-3041.00,"Cramped Work Space, Awkward Positions",1.86
34041,33-3041.00,Fine Arts,1.6
53607,33-3041.00,Finger Dexterity,2.25
53605,33-3041.00,Manual Dexterity,2.12
36077,33-3041.00,Negotiation,2.12
53571,33-3041.00,Originality,2.25
36075,33-3041.00,Persuasion,2.12
36071,33-3041.00,Social Perceptiveness,2.88
42368,33-3051.01,Assisting and Caring for Others,4.33
174258,33-3051.01,"Cramped Work Space, Awkward Positions",2.71
34107,33-3051.01,Fine Arts,0.32
53711,33-3051.01,Finger Dexterity,2.75
53709,33-3051.01,Manual Dexterity,2.88
36147,33-3051.01,Negotiation,4.0
53675,33-3051.01,Originality,3.0
36145,33-3051.01,Persuasion,3.88
36141,33-3051.01,Social Perceptiveness,4.0
42450,33-3051.03,Assisting and Caring for Others,3.68
174596,33-3051.03,"Cramped Work Space, Awkward Positions",2.29
34173,33-3051.03,Fine Arts,0.06
53815,33-3051.03,Finger Dexterity,2.88
53813,33-3051.03,Manual Dexterity,2.88
36217,33-3051.03,Negotiation,4.0
53779,33-3051.03,Originality,3.0
36215,33-3051.03,Persuasion,3.75
36211,33-3051.03,Social Perceptiveness,4.0
42532,33-3052.00,Assisting and Caring for Others,4.07
174934,33-3052.00,"Cramped Work Space, Awkward Positions",2.6
34239,33-3052.00,Fine Arts,0.57
53919,33-3052.00,Finger Dexterity,2.5
53917,33-3052.00,Manual Dexterity,2.75
36287,33-3052.00,Negotiation,3.12
53883,33-3052.00,Originality,3.0
36285,33-3052.00,Persuasion,3.38
36281,33-3052.00,Social Perceptiveness,3.25
42614,33-9011.00,Assisting and Caring for Others,3.51
175272,33-9011.00,"Cramped Work Space, Awkward Positions",2.92
34305,33-9011.00,Fine Arts,0.02
54023,33-9011.00,Finger Dexterity,2.5
54021,33-9011.00,Manual Dexterity,2.88
36357,33-9011.00,Negotiation,2.5
53987,33-9011.00,Originality,2.62
36355,33-9011.00,Persuasion,2.88
36351,33-9011.00,Social Perceptiveness,2.88
42696,33-9021.00,Assisting and Caring for Others,1.92
175610,33-9021.00,"Cramped Work Space, Awkward Positions",1.63
34371,33-9021.00,Fine Arts,0.65
54127,33-9021.00,Finger Dexterity,2.25
54125,33-9021.00,Manual Dexterity,1.75
36427,33-9021.00,Negotiation,2.88
54091,33-9021.00,Originality,3.12
36425,33-9021.00,Persuasion,3.0
36421,33-9021.00,Social Perceptiveness,3.5
42778,33-9031.00,Assisting and Caring for Others,2.71
175948,33-9031.00,"Cramped Work Space, Awkward Positions",2.23
34437,33-9031.00,Fine Arts,0.39
54231,33-9031.00,Finger Dexterity,1.62
54229,33-9031.00,Manual Dexterity,1.5
36497,33-9031.00,Negotiation,2.75
54195,33-9031.00,Originality,2.25
36495,33-9031.00,Persuasion,2.62
36491,33-9031.00,Social Perceptiveness,3.25
42860,33-9032.00,Assisting and Caring for Others,3.18
176286,33-9032.00,"Cramped Work Space, Awkward Positions",1.1
34503,33-9032.00,Fine Arts,0.15
54335,33-9032.00,Finger Dexterity,1.75
54333,33-9032.00,Manual Dexterity,1.62
36567,33-9032.00,Negotiation,2.0
54299,33-9032.00,Originality,2.0
36565,33-9032.00,Persuasion,2.5
36561,33-9032.00,Social Perceptiveness,2.62
42942,33-9091.00,Assisting and Caring for Others,3.44
176624,33-9091.00,"Cramped Work Space, Awkward Positions",1.01
34569,33-9091.00,Fine Arts,0.0
54439,33-9091.00,Finger Dexterity,1.88
54437,33-9091.00,Manual Dexterity,1.88
36637,33-9091.00,Negotiation,1.38
54403,33-9091.00,Originality,0.88
36635,33-9091.00,Persuasion,1.75
36631,33-9091.00,Social Perceptiveness,2.5
43024,33-9092.00,Assisting and Caring for Others,4.58
176962,33-9092.00,"Cramped Work Space, Awkward Positions",1.49
34635,33-9092.00,Fine Arts,0.03
54543,33-9092.00,Finger Dexterity,1.25
54541,33-9092.00,Manual Dexterity,1.5
36707,33-9092.00,Negotiation,2.0
54507,33-9092.00,Originality,2.0
36705,33-9092.00,Persuasion,2.62
36701,33-9092.00,Social Perceptiveness,3.12
43106,33-9093.00,Assisting and Caring for Others,2.85
177300,33-9093.00,"Cramped Work Space, Awkward Positions",2.56
34701,33-9093.00,Fine Arts,0.0
54647,33-9093.00,Finger Dexterity,2.75
54645,33-9093.00,Manual Dexterity,3.0
36777,33-9093.00,Negotiation,2.5
54611,33-9093.00,Originality,2.38
36775,33-9093.00,Persuasion,3.0
36771,33-9093.00,Social Perceptiveness,3.0
43188,33-9099.02,Assisting and Caring for Others,3.27
177638,33-9099.02,"Cramped Work Space, Awkward Positions",1.36
34767,33-9099.02,Fine Arts,0.15
54751,33-9099.02,Finger Dexterity,2.25
54749,33-9099.02,Manual Dexterity,2.0
36847,33-9099.02,Negotiation,2.62
54715,33-9099.02,Originality,2.75
36845,33-9099.02,Persuasion,2.88
36841,33-9099.02,Social Perceptiveness,3.12
43270,35-1011.00,Assisting and Caring for Others,2.85
177976,35-1011.00,"Cramped Work Space, Awkward Positions",2.63
34833,35-1011.00,Fine Arts,1.31
54855,35-1011.00,Finger Dexterity,2.88
54853,35-1011.00,Manual Dexterity,3.0
36917,35-1011.00,Negotiation,3.5
54819,35-1011.00,Originality,3.38
36915,35-1011.00,Persuasion,3.5
36911,35-1011.00,Social Perceptiveness,3.75
43352,35-1012.00,Assisting and Caring for Others,3.22
178314,35-1012.00,"Cramped Work Space, Awkward Positions",2.33
34899,35-1012.00,Fine Arts,0.3
54959,35-1012.00,Finger Dexterity,2.75
54957,35-1012.00,Manual Dexterity,2.5
36987,35-1012.00,Negotiation,3.0
54923,35-1012.00,Originality,3.0
36985,35-1012.00,Persuasion,3.25
36981,35-1012.00,Social Perceptiveness,3.62
43434,35-2011.00,Assisting and Caring for Others,2.98
178652,35-2011.00,"Cramped Work Space, Awkward Positions",1.77
34965,35-2011.00,Fine Arts,0.38
55063,35-2011.00,Finger Dexterity,2.0
55061,35-2011.00,Manual Dexterity,2.75
37057,35-2011.00,Negotiation,1.75
55027,35-2011.00,Originality,1.62
37055,35-2011.00,Persuasion,2.0
37051,35-2011.00,Social Perceptiveness,2.62
43516,35-2012.00,Assisting and Caring for Others,3.59
178990,35-2012.00,"Cramped Work Space, Awkward Positions",2.17
35031,35-2012.00,Fine Arts,0.16
55167,35-2012.00,Finger Dexterity,2.88
55165,35-2012.00,Manual Dexterity,3.12
37127,35-2012.00,Negotiation,2.12
55131,35-2012.00,Originality,2.62
37125,35-2012.00,Persuasion,2.62
37121,35-2012.00,Social Perceptiveness,2.62
43598,35-2013.00,Assisting and Caring for Others,2.5
179328,35-2013.00,"Cramped Work Space, Awkward Positions",1.29
35097,35-2013.00,Fine Arts,0.65
55271,35-2013.00,Finger Dexterity,3.0
55269,35-2013.00,Manual Dexterity,2.88
37197,35-2013.00,Negotiation,1.75
55235,35-2013.00,Originality,3.38
37195,35-2013.00,Persuasion,2.62
37191,35-2013.00,Social Perceptiveness,2.88
43680,35-2014.00,Assisting and Caring for Others,3.08
179666,35-2014.00,"Cramped Work Space, Awkward Positions",2.51
35163,35-2014.00,Fine Arts,0.62
55375,35-2014.00,Finger Dexterity,3.0
55373,35-2014.00,Manual Dexterity,3.12
37267,35-2014.00,Negotiation,2.25
55339,35-2014.00,Originality,3.0
37265,35-2014.00,Persuasion,2.12
37261,35-2014.00,Social Perceptiveness,2.88
43762,35-2015.00,Assisting and Caring for Others,2.68
180004,35-2015.00,"Cramped Work Space, Awkward Positions",2.15
35229,35-2015.00,Fine Arts,0.76
55479,35-2015.00,Finger Dexterity,2.88
55477,35-2015.00,Manual Dexterity,2.88
37337,35-2015.00,Negotiation,2.25
55443,35-2015.00,Originality,2.38
37335,35-2015.00,Persuasion,2.62
37331,35-2015.00,Social Perceptiveness,2.75
43844,35-2021.00,Assisting and Caring for Others,3.29
180342,35-2021.00,"Cramped Work Space, Awkward Positions",1.49
35295,35-2021.00,Fine Arts,0.42
55583,35-2021.00,Finger Dexterity,2.75
55581,35-2021.00,Manual Dexterity,2.88
37407,35-2021.00,Negotiation,1.75
55547,35-2021.00,Originality,2.12
37405,35-2021.00,Persuasion,2.0
37401,35-2021.00,Social Perceptiveness,2.12
43926,35-3011.00,Assisting and Caring for Others,3.44
180680,35-3011.00,"Cramped Work Space, Awkward Positions",2.08
35361,35-3011.00,Fine Arts,0.35
55687,35-3011.00,Finger Dexterity,3.0
55685,35-3011.00,Manual Dexterity,3.0
37477,35-3011.00,Negotiation,2.88
55651,35-3011.00,Originality,2.75
37475,35-3011.00,Persuasion,3.0
37471,35-3011.00,Social Perceptiveness,3.0
44008,35-3021.00,Assisting and Caring for Others,3.08
181018,35-3021.00,"Cramped Work Space, Awkward Positions",1.95
35427,35-3021.00,Fine Arts,0.84
55791,35-3021.00,Finger Dexterity,1.88
55789,35-3021.00,Manual Dexterity,2.0
37547,35-3021.00,Negotiation,1.62
55755,35-3021.00,Originality,1.62
37545,35-3021.00,Persuasion,2.0
37541,35-3021.00,Social Perceptiveness,2.38
44090,35-3022.00,Assisting and Caring for Others,2.97
181356,35-3022.00,"Cramped Work Space, Awkward Positions",1.58
35493,35-3022.00,Fine Arts,0.83
55895,35-3022.00,Finger Dexterity,2.75
55893,35-3022.00,Manual Dexterity,2.12
37617,35-3022.00,Negotiation,2.12
55859,35-3022.00,Originality,2.38
37615,35-3022.00,Persuasion,2.5
37611,35-3022.00,Social Perceptiveness,2.62
44172,35-3022.01,Assisting and Caring for Others,2.75
181694,35-3022.01,"Cramped Work Space, Awkward Positions",2.67
35559,35-3022.01,Fine Arts,0.91
55999,35-3022.01,Finger Dexterity,3.12
55997,35-3022.01,Manual Dexterity,2.88
37687,35-3022.01,Negotiation,2.5
55963,35-3022.01,Originality,2.12
37685,35-3022.01,Persuasion,2.5
37681,35-3022.01,Social Perceptiveness,2.62
44254,35-3031.00,Assisting and Caring for Others,3.46
182032,35-3031.00,"Cramped Work Space, Awkward Positions",1.7
35625,35-3031.00,Fine Arts,0.44
56103,35-3031.00,Finger Dexterity,2.38
56101,35-3031.00,Manual Dexterity,2.88
37757,35-3031.00,Negotiation,2.12
56067,35-3031.00,Originality,2.12
37755,35-3031.00,Persuasion,2.12
37751,35-3031.00,Social Perceptiveness,2.75
44336,35-3041.00,Assisting and Caring for Others,3.69
182370,35-3041.00,"Cramped Work Space, Awkward Positions",1.58
35691,35-3041.00,Fine Arts,0.14
56207,35-3041.00,Finger Dexterity,2.25
56205,35-3041.00,Manual Dexterity,2.12
37827,35-3041.00,Negotiation,1.0
56171,35-3041.00,Originality,1.75
37825,35-3041.00,Persuasion,1.62
37821,35-3041.00,Social Perceptiveness,2.62
44418,35-9011.00,Assisting and Caring for Others,3.44
182708,35-9011.00,"Cramped Work Space, Awkward Positions",1.6
35757,35-9011.00,Fine Arts,0.39
56311,35-9011.00,Finger Dexterity,2.75
56309,35-9011.00,Manual Dexterity,3.25
37897,35-9011.00,Negotiation,1.62
56275,35-9011.00,Originality,1.75
37895,35-9011.00,Persuasion,1.5
37891,35-9011.00,Social Perceptiveness,2.25
44500,35-9021.00,Assisting and Caring for Others,3.42
183046,35-9021.00,"Cramped Work Space, Awkward Positions",1.58
35823,35-9021.00,Fine Arts,0.76
56415,35-9021.00,Finger Dexterity,2.25
56413,35-9021.00,Manual Dexterity,3.5
37967,35-9021.00,Negotiation,1.75
56379,35-9021.00,Originality,1.88
37965,35-9021.00,Persuasion,2.0
37961,35-9021.00,Social Perceptiveness,2.25
44582,35-9031.00,Assisting and Caring for Others,2.89
183384,35-9031.00,"Cramped Work Space, Awkward Positions",1.85
35889,35-9031.00,Fine Arts,0.41
56519,35-9031.00,Finger Dexterity,2.0
56517,35-9031.00,Manual Dexterity,1.88
38037,35-9031.00,Negotiation,2.62
56483,35-9031.00,Originality,1.75
38035,35-9031.00,Persuasion,2.75
38031,35-9031.00,Social Perceptiveness,2.88
44664,37-1011.00,Assisting and Caring for Others,2.95
183722,37-1011.00,"Cramped Work Space, Awkward Positions",1.82
35955,37-1011.00,Fine Arts,0.36
56623,37-1011.00,Finger Dexterity,2.25
56621,37-1011.00,Manual Dexterity,2.25
38107,37-1011.00,Negotiation,3.12
56587,37-1011.00,Originality,2.38
38105,37-1011.00,Persuasion,2.88
38101,37-1011.00,Social Perceptiveness,3.5
44746,37-1012.00,Assisting and Caring for Others,3.08
184060,37-1012.00,"Cramped Work Space, Awkward Positions",2.18
36021,37-1012.00,Fine Arts,0.34
56727,37-1012.00,Finger Dexterity,2.62
56725,37-1012.00,Manual Dexterity,2.75
38177,37-1012.00,Negotiation,3.0
56691,37-1012.00,Originality,3.12
38175,37-1012.00,Persuasion,3.25
38171,37-1012.00,Social Perceptiveness,3.62
44828,37-2011.00,Assisting and Caring for Others,2.56
184398,37-2011.00,"Cramped Work Space, Awkward Positions",2.32
36087,37-2011.00,Fine Arts,0.33
56831,37-2011.00,Finger Dexterity,2.5
56829,37-2011.00,Manual Dexterity,2.12
38247,37-2011.00,Negotiation,1.5
56795,37-2011.00,Originality,1.62
38245,37-2011.00,Persuasion,1.88
38241,37-2011.00,Social Perceptiveness,2.12
44910,37-2012.00,Assisting and Caring for Others,3.01
184736,37-2012.00,"Cramped Work Space, Awkward Positions",1.97
36153,37-2012.00,Fine Arts,0.01
56935,37-2012.00,Finger Dexterity,2.12
56933,37-2012.00,Manual Dexterity,2.38
38317,37-2012.00,Negotiation,1.62
56899,37-2012.00,Originality,1.5
38315,37-2012.00,Persuasion,1.88
38311,37-2012.00,Social Perceptiveness,2.12
44992,37-2021.00,Assisting and Caring for Others,2.5
185074,37-2021.00,"Cramped Work Space, Awkward Positions",3.52
36219,37-2021.00,Fine Arts,0.13
57039,37-2021.00,Finger Dexterity,2.75
57037,37-2021.00,Manual Dexterity,2.88
38387,37-2021.00,Negotiation,2.88
57003,37-2021.00,Originality,2.75
38385,37-2021.00,Persuasion,3.0
38381,37-2021.00,Social Perceptiveness,2.88
45074,37-3011.00,Assisting and Caring for Others,3.31
185412,37-3011.00,"Cramped Work Space, Awkward Positions",2.67
36285,37-3011.00,Fine Arts,0.5
57143,37-3011.00,Finger Dexterity,2.5
57141,37-3011.00,Manual Dexterity,3.12
38457,37-3011.00,Negotiation,1.38
57107,37-3011.00,Originality,1.88
38455,37-3011.00,Persuasion,1.62
38451,37-3011.00,Social Perceptiveness,2.0
45156,37-3012.00,Assisting and Caring for Others,2.85
185750,37-3012.00,"Cramped Work Space, Awkward Positions",2.77
36351,37-3012.00,Fine Arts,0.13
57247,37-3012.00,Finger Dexterity,3.0
57245,37-3012.00,Manual Dexterity,3.0
38527,37-3012.00,Negotiation,1.75
57211,37-3012.00,Originality,2.12
38525,37-3012.00,Persuasion,2.38
38521,37-3012.00,Social Perceptiveness,2.5
45238,37-3013.00,Assisting and Caring for Others,3.08
186088,37-3013.00,"Cramped Work Space, Awkward Positions",2.66
36417,37-3013.00,Fine Arts,0.43
57351,37-3013.00,Finger Dexterity,3.0
57349,37-3013.00,Manual Dexterity,3.75
38597,37-3013.00,Negotiation,2.0
57315,37-3013.00,Originality,2.25
38595,37-3013.00,Persuasion,2.12
38591,37-3013.00,Social Perceptiveness,2.5
45320,39-1011.00,Assisting and Caring for Others,2.17
186426,39-1011.00,"Cramped Work Space, Awkward Positions",1.72
36483,39-1011.00,Fine Arts,0.11
57455,39-1011.00,Finger Dexterity,0.62
57453,39-1011.00,Manual Dexterity,0.38
38667,39-1011.00,Negotiation,3.12
57419,39-1011.00,Originality,3.0
38665,39-1011.00,Persuasion,3.12
38661,39-1011.00,Social Perceptiveness,3.88
45402,39-1012.00,Assisting and Caring for Others,3.01
186764,39-1012.00,"Cramped Work Space, Awkward Positions",1.36
36549,39-1012.00,Fine Arts,0.03
57559,39-1012.00,Finger Dexterity,2.12
57557,39-1012.00,Manual Dexterity,2.12
38737,39-1012.00,Negotiation,3.0
57523,39-1012.00,Originality,2.12
38735,39-1012.00,Persuasion,2.75
38731,39-1012.00,Social Perceptiveness,3.12
45484,39-1021.00,Assisting and Caring for Others,3.46
